Date,SPY,QQQ,AAPL,MSFT,GOOG,AMZN
1/18/13,148.33,67.07,17.86,27.25,352.25,13.61
1/17/13,148,67.22,17.95,27.25,355.66,13.52
1/16/13,147.05,66.9,18.07,27.04,357.59,13.45
1/15/13,147.07,66.63,17.35,27.21,362.46,13.6
1/14/13,146.97,66.96,17.92,26.89,361.62,13.64
1/11/13,147.07,67.26,18.58,26.83,369.99,13.4
1/10/13,147.08,67.17,18.7,26.46,370.73,13.27
1/9/13,145.92,66.77,18.47,26.7,369.05,13.32
1/8/13,145.55,66.52,18.76,26.55,366.65,13.32
1/7/13,145.97,66.65,18.71,26.69,367.37,13.42
1/4/13,146.37,66.63,18.82,26.74,368.98,12.96
1/3/13,145.73,66.85,19.36,27.25,361.83,12.92
1/2/13,146.06,67.2,19.61,27.62,361.62,12.87
12/31/12,142.41,65.13,19.01,26.71,353.69,12.54
12/28/12,140.03,63.78,18.2,26.55,350,12.26
12/27/12,141.56,64.4,18.4,26.96,353.14,12.42
12/26/12,141.75,64.5,18.32,26.86,354.43,12.43
12/24/12,142.35,65.07,18.58,27.06,354.75,12.93
12/21/12,142.79,65.2,18.55,27.45,357.81,12.85
12/20/12,145.12,66.26,18.63,27.68,361.18,13.08
12/19/12,144.29,66.26,18.8,27.31,360.05,12.9
12/18/12,145.37,66.55,19.07,27.56,360.53,13.02
12/17/12,143.77,65.55,18.53,27.1,360.39,12.69
12/14/12,142.11,64.69,18.21,26.81,350.98,12.46
12/13/12,142.63,65.31,18.92,27.11,351.35,12.56
12/12/12,143.51,65.83,19.25,27.24,348.78,12.59
12/11/12,143.44,65.97,19.34,27.32,348.44,12.53
12/10/12,142.47,65.12,18.92,26.94,342.7,12.39
12/7/12,142.41,64.93,19.04,26.46,342.1,12.66
12/6/12,141.98,65.32,19.54,26.73,345.56,12.67
12/5/12,141.5,64.9,19.24,26.67,343.91,12.7
12/4/12,141.25,65.63,20.57,26.37,345.51,12.62
12/3/12,141.45,65.67,20.94,26.43,347.62,12.52
11/30/12,142.16,65.8,20.9,26.62,349.18,12.6
11/29/12,142.12,65.91,21.05,26.95,345.94,12.56
11/28/12,141.46,65.52,20.82,27.36,341.83,12.36
11/27/12,140.33,64.96,20.89,27.08,335.35,12.17
11/26/12,141.05,65.18,21.05,27.39,330.57,12.18
11/23/12,141.35,64.9,20.41,27.7,333.98,11.99
11/21/12,139.45,63.93,20.06,26.95,332.93,11.9
11/20/12,139.19,63.8,20.03,26.71,334.98,11.69
11/19/12,139.13,63.78,20.2,26.73,334.1,11.49
11/16/12,136.37,62.3,18.85,26.52,323.58,11.26
11/15/12,135.7,62.03,18.77,26.66,323.63,11.03
11/14/12,135.93,62.24,19.17,26.84,326.27,11.15
11/13/12,137.79,62.98,19.39,27.09,329.52,11.33
11/12/12,138.26,63.42,19.39,28.22,332.95,11.32
11/9/12,138.16,63.43,19.54,28.83,331.51,11.32
11/8/12,138.04,63.16,19.21,28.81,326.14,11.37
11/7/12,139.72,64.17,19.93,29.08,333.56,11.6
11/6/12,142.96,65.72,20.82,29.86,340.85,11.88
11/5/12,141.85,65.6,20.88,29.63,341.48,11.72
11/2/12,141.56,65.17,20.6,29.5,343.95,11.62
11/1/12,142.83,65.87,21.3,29.52,343.79,11.61
10/31/12,141.35,64.95,21.26,28.54,340.14,11.64
10/26/12,141.35,65.35,21.57,28.21,337.57,11.91
10/25/12,141.43,65.16,21.77,27.88,338.88,11.15
10/24/12,141.02,65.16,22.03,27.9,338.65,11.42
10/23/12,141.42,65.39,21.91,28.05,340.17,11.72
10/22/12,143.41,66.02,22.64,28,339.33,11.69
10/19/12,143.39,65.68,21.78,28.64,340.89,12
10/18/12,145.82,67.29,22.59,29.5,347.5,12.24
10/17/12,146.2,68.08,23.02,29.59,377.74,12.37
10/16/12,145.54,68.12,23.21,29.49,372.35,12.2
10/15/12,144.08,67.17,22.67,29.51,370.48,12.21
10/12/12,142.89,66.68,22.49,29.2,372.37,12.12
10/11/12,143.36,66.71,22.43,28.95,375.73,12.21
10/10/12,143.28,66.92,22.89,28.98,372.28,12.25
10/9/12,144.2,67.26,22.71,29.28,372.04,12.55
10/8/12,145.64,68.35,22.79,29.78,378.92,12.95
10/5/12,146.14,68.98,23.31,29.85,383.82,12.93
10/4/12,146.13,69.35,23.81,30.03,384.02,13.02
10/3/12,145.09,69.11,23.98,29.86,381.25,12.8
10/2/12,144.5,68.67,23.62,29.66,378.49,12.53
10/1/12,144.35,68.47,23.55,29.49,380.89,12.6
9/28/12,143.97,68.57,23.83,29.76,377.25,12.72
9/27/12,144.64,69.14,24.33,30.16,378.25,12.83
9/26/12,143.29,68.2,23.76,30.17,376.73,12.48
9/25/12,144.1,68.76,24.05,30.39,374.57,12.62
9/24/12,145.65,69.74,24.67,30.78,374.69,12.74
9/21/12,145.87,70.15,25,31.19,366.99,12.87
9/20/12,146.71,70.33,24.95,31.45,364.05,13.04
9/19/12,146.7,70.4,25.08,31.05,363.75,13.08
9/18/12,146.62,70.27,25.07,31.18,359.14,12.94
9/17/12,146.74,70.21,24.99,31.21,354.98,12.9
9/14/12,147.24,70.18,24.69,31.21,354.84,13.06
9/13/12,146.59,69.56,24.39,30.94,353.01,13.01
9/12/12,144.39,68.63,23.92,30.78,345.44,12.78
9/11/12,143.91,68.43,23.59,30.79,346.09,12.78
9/10/12,143.51,68.54,23.67,30.72,350.38,12.85
9/7/12,144.33,69.43,24.3,30.95,353.07,12.96
9/6/12,143.77,69.53,24.15,31.35,349.7,12.57
9/5/12,140.91,68.02,23.94,30.39,340.35,12.31
9/4/12,141.03,68.09,24.11,30.39,340.51,12.39
8/31/12,141.16,68.16,23.76,30.82,342.54,12.41
8/30/12,140.49,67.71,23.71,30.32,340.84,12.31
8/29/12,141.51,68.4,24.05,30.65,344,12.36
8/28/12,141.4,68.4,24.1,30.63,338.62,12.31
8/27/12,141.54,68.4,24.13,30.69,334.6,12.2
8/24/12,141.51,68.29,23.69,30.56,339.31,12.29
8/23/12,140.66,67.87,23.67,30.26,338.4,12.06
8/22/12,141.82,68.43,23.89,30.54,338.59,12.16
8/21/12,141.76,68.15,23.43,30.8,334.75,11.97
8/20/12,142.19,68.42,23.76,30.74,337.76,12.02
8/17/12,142.18,68.32,23.15,30.9,338.57,12.06
8/16/12,141.99,68.02,22.73,30.78,336.43,12.08
8/15/12,140.95,67.22,22.53,30.2,333.76,11.87
8/14/12,140.79,67.05,22.56,30.13,334.32,11.66
8/13/12,140.77,67.02,22.5,30.39,330,11.62
8/10/12,140.84,66.86,22.2,30.42,321,11.64
8/9/12,140.61,66.82,22.17,30.5,321.17,11.7
8/8/12,140.49,66.62,22.14,30.33,321.11,11.72
8/7/12,140.32,66.65,22.18,30.26,320.26,11.83
8/6/12,139.62,66.1,22.23,29.95,321.41,11.7
8/3/12,139.35,65.6,21.99,29.75,320.66,11.75
8/2/12,136.64,64.38,21.71,29.19,314.37,11.54
8/1/12,137.59,64.61,21.67,29.41,316.33,11.6
7/31/12,137.71,64.8,21.81,29.47,316.48,11.67
7/30/12,138.68,64.82,21.25,29.64,316.14,11.8
7/27/12,138.68,64.87,20.9,29.76,317.48,11.87
7/26/12,136.17,63.37,20.53,29.16,306.68,11
7/25/12,133.96,62.54,20.53,28.83,303.99,10.85
7/24/12,133.93,62.96,21.46,29.15,303.78,11.15
7/23/12,135.09,63.46,21.57,29.28,307.75,11.3
7/20/12,136.47,64.24,21.58,30.12,305.41,11.41
7/19/12,137.73,65.1,21.94,30.67,296.52,11.31
7/18/12,137.37,64.39,21.65,30.45,290.38,10.87
7/17/12,136.36,63.53,21.68,29.66,288.36,10.85
7/16/12,135.43,63.2,21.68,29.44,287.45,10.8
7/13/12,135.75,63.38,21.61,29.39,288.26,10.92
7/12/12,133.51,62.43,21.39,28.63,285.23,10.77
7/11/12,134.16,63.02,21.59,29.3,285.59,10.92
7/10/12,134.14,63.37,21.72,29.74,290.85,10.98
7/9/12,135.32,64,21.92,30,293,11.25
7/6/12,135.49,64.12,21.64,30.19,292.98,11.25
7/5/12,136.79,64.93,21.78,30.7,297.95,11.35
7/3/12,137.41,64.89,21.41,30.76,293.91,11.48
7/2/12,136.51,64.35,21.16,30.56,290.23,11.47
6/29/12,136.1,64.16,20.86,30.59,290.03,11.42
6/28/12,132.79,62.2,20.32,29.91,282.15,11.07
6/27/12,133.17,62.9,20.52,30.17,284.64,11.28
6/26/12,131.98,62.52,20.43,30.02,282.33,11.28
6/25/12,131.32,62.13,20.38,29.87,280.35,11
6/22/12,133.46,63.35,20.79,30.7,285.73,11.11
6/21/12,132.44,62.69,20.63,30.14,282.6,11.03
6/20/12,135.48,64.29,20.92,30.93,288.75,11.15
6/19/12,135.7,64.24,20.98,30.7,290.76,11.2
6/18/12,134.4,63.58,20.92,29.84,285.42,11.13
6/15/12,134.14,62.99,20.5,30.02,282.25,10.92
6/14/12,133.47,62.36,20.41,29.34,279.52,10.72
6/13/12,132.07,62.13,20.43,29.13,280.54,10.74
6/12/12,132.92,62.56,20.58,29.29,282.55,10.82
6/11/12,131.41,61.81,20.4,28.9,284.25,10.83
6/8/12,133.1,62.87,20.73,29.65,290.22,10.92
6/7/12,132.05,62.27,20.42,29.23,289.11,10.94
6/6/12,131.97,62.52,20.41,29.35,290.28,10.88
6/5/12,129.07,61.12,20.1,28.51,285.2,10.66
6/4/12,128.1,60.87,20.15,28.55,289.29,10.73
6/1/12,128.16,60.41,20.04,28.45,285.48,10.41
5/31/12,131.47,62.06,20.63,29.19,290.43,10.65
5/30/12,131.76,62.33,20.68,29.34,294.11,10.46
5/29/12,133.7,62.86,20.44,29.56,297.17,10.74
5/25/12,132.1,62.07,20.08,29.06,295.76,10.64
5/24/12,132.53,62.15,20.19,29.07,301.82,10.76
5/23/12,132.27,62.56,20.38,29.11,304.73,10.86
5/22/12,132.2,62.44,19.89,29.76,300.39,10.77
5/21/12,131.97,62.51,20.05,29.75,307.05,10.91
5/18/12,129.74,60.81,18.94,29.27,300.2,10.69
5/17/12,130.86,61.61,18.93,29.72,311.52,10.92
5/16/12,132.83,62.94,19.5,29.9,314.46,11.2
5/15/12,133.34,63.37,19.76,30.21,305.55,11.22
5/14/12,134.11,63.58,19.94,30.68,302,11.15
5/11/12,135.61,64.18,20.24,31.16,302.61,11.38
5/10/12,136.02,64.19,20.38,30.74,306.82,11.33
5/9/12,135.74,64.32,20.33,30.76,304.57,11.15
5/8/12,136.55,64.52,20.29,30.5,306.39,11.2
5/7/12,137.1,64.76,20.34,30.65,303.77,11.26
5/4/12,137,64.7,20.19,30.98,298.48,11.2
5/3/12,139.25,66.35,20.78,31.76,305.51,11.47
5/2/12,140.32,67.06,20.93,31.8,303.63,11.51
5/1/12,140.74,66.87,20.79,32.01,302.21,11.5
4/30/12,139.87,66.76,20.86,32.02,302.42,11.6
4/27/12,140.39,67.24,21.54,31.98,307.48,11.34
4/26/12,140.16,66.84,21.7,32.11,307.73,9.8
4/25/12,139.19,66.45,21.79,32.2,304.85,9.72
4/24/12,137.31,64.73,20.01,31.92,300.63,9.52
4/23/12,136.79,65.08,20.42,32.12,298.8,9.41
4/20/12,137.95,65.68,20.46,32.42,298.02,9.5
4/19/12,137.72,65.86,20.98,31.01,299.64,9.56
4/18/12,138.61,66.61,21.73,31.14,303.72,9.55
4/17/12,139.08,66.78,21.78,31.44,304.78,9.42
4/16/12,137.05,65.45,20.72,31.08,303.03,9.28
4/13/12,137.14,66.19,21.62,30.81,312.3,9.42
4/12/12,138.79,67.21,22.24,30.98,325.5,9.53
4/11/12,137,66.45,22.36,30.35,317.98,9.4
4/10/12,135.9,66.13,22.44,30.47,313.43,9.35
4/9/12,138.22,67.21,22.72,31.1,315.42,9.59
4/5/12,139.79,67.72,22.63,31.52,316.16,9.72
4/4/12,139.86,67.3,22.3,31.21,317.57,9.7
4/3/12,141.26,68.23,22.48,31.94,321.31,9.98
4/2/12,141.84,68.25,22.09,32.29,323.45,9.9
3/30/12,140.81,67.55,21.41,32.26,320.62,10.13
3/29/12,140.23,67.68,21.78,32.12,324.2,10.23
3/28/12,140.47,67.94,22.06,32.19,327.88,10.06
3/27/12,141.17,68.21,21.95,32.52,323.51,10.27
3/26/12,141.61,68.11,21.68,32.59,324.66,10.14
3/23/12,139.65,66.94,21.29,32.01,321.29,9.75
3/22/12,139.2,66.98,21.41,32,323.02,9.62
3/21/12,140.21,67.12,21.52,31.91,319.98,9.59
3/20/12,140.44,67.11,21.64,31.99,316.74,9.62
3/19/12,140.85,66.99,21.47,32.2,316.98,9.28
3/16/12,140.3,66.52,20.91,32.6,312.51,9.25
3/15/12,140.72,66.68,20.91,32.85,310.56,9.22
3/14/12,139.91,66.49,21.06,32.77,307.99,9.11
3/13/12,140.06,66.26,20.29,32.67,308.89,9.23
3/12/12,137.58,65.05,19.71,32.04,302.57,9.17
3/9/12,137.57,65.02,19.47,31.99,300.12,9.22
3/8/12,137.04,64.75,19.36,32.01,303.57,9.38
3/7/12,135.69,64.06,18.95,31.84,303.39,9.19
3/6/12,134.75,63.57,18.94,31.56,302.48,9.05
3/5/12,136.75,64.2,19.04,31.8,307.12,9.01
3/2/12,137.31,64.87,19.47,32.08,310.62,8.97
3/1/12,137.73,64.92,19.45,32.29,311.2,9
2/29/12,137.02,64.41,19.37,31.74,309.12,8.98
2/28/12,137.56,64.7,19.12,31.87,309.19,9.19
2/27/12,137.16,64.05,18.78,31.35,304.65,8.93
2/24/12,136.93,63.96,18.66,31.48,304.95,8.96
2/23/12,136.63,63.74,18.44,31.37,303.05,8.94
2/22/12,136.03,63.32,18.32,31.27,303.97,9.03
2/21/12,136.47,63.61,18.39,31.44,307,9.11
2/17/12,136.41,63.43,17.93,31.25,302.32,9.13
2/16/12,136.05,63.63,17.94,31.29,303.26,9
2/15/12,134.56,62.77,17.77,30.05,302.77,9.22
2/14/12,135.19,63.21,18.2,30.25,304.88,9.57
2/13/12,135.36,63.05,17.95,30.58,306.1,9.58
2/10/12,134.36,62.47,17.62,30.5,302.95,9.28
2/9/12,135.36,62.91,17.61,30.77,305.73,9.25
2/8/12,135.19,62.46,17.02,30.66,304.92,9.27
2/7/12,134.79,62.13,16.74,30.35,303.38,9.21
2/6/12,134.45,62,16.57,30.2,304.54,9.16
2/3/12,134.54,62.05,16.42,30.24,298.16,9.38
2/2/12,132.68,61.21,16.25,29.95,292.55,9.09
2/1/12,132.47,61.02,16.29,29.89,290.41,8.97
1/31/12,131.32,60.53,16.3,29.53,290.05,9.72
1/30/12,131.37,60.45,16.18,29.61,288.84,9.61
1/27/12,131.82,60.4,15.97,29.23,289.98,9.77
1/26/12,131.88,60.22,15.88,29.5,284.05,9.67
1/25/12,132.56,60.43,15.95,29.56,284.74,9.39
1/24/12,131.46,59.68,15.01,29.34,290.46,9.35
1/23/12,131.61,59.79,15.26,29.73,292.76,9.3
1/20/12,131.54,59.77,15.01,29.71,292.99,9.55
1/19/12,131.46,59.86,15.28,28.12,319.78,9.72
1/18/12,130.77,59.49,15.33,28.23,316.45,9.47
1/17/12,129.34,58.71,15.17,28.26,314.29,9.08
1/13/12,128.84,58.18,14.99,28.25,312.49,8.92
1/12/12,129.51,58.39,15.05,28,314.82,8.8
1/11/12,129.2,58.16,15.09,27.72,312.98,8.95
1/10/12,129.13,58.04,15.12,27.84,311.57,8.97
1/9/12,128.02,57.62,15.06,27.74,311.23,8.93
1/6/12,127.71,57.81,15.09,28.11,325.01,9.13
1/5/12,128.04,57.61,14.93,27.68,329.5,8.88
1/4/12,127.7,57.14,14.77,27.4,334.14,8.88
1/3/12,127.5,56.9,14.69,26.77,332.7,8.95
